date,value,ma_value,lg_ma_value
2022/01/09 13:00,145000.0,135000000.0,7.718275395
2022/01/09 14:00,14900000.0,131000000.0,7.930728236
2022/01/09 15:00,231000.0,106000000.0,8.030918816
2022/01/09 16:00,118000.0,73300000.0,8.08365341
2022/01/09 17:00,60800.0,59500000.0,8.180909486
2022/01/09 18:00,51000000.0,35600000.0,8.327699424
2022/01/09 19:00,101000000.0,23300000.0,8.37434094
2022/01/09 20:00,130000000.0,33200000.0,8.410120845
2022/01/09 21:00,173000000.0,52300000.0,8.435100802
2022/01/09 22:00,297000000.0,85300000.0,8.52171908
2022/01/09 23:00,214000000.0,107000000.0,8.584079824
2022/01/10 00:00,125000000.0,121000000.0,8.621291709
2022/01/10 01:00,274000000.0,152000000.0,8.625997999
2022/01/10 02:00,549000000.0,213000000.0,8.607097432
2022/01/10 03:00,268000000.0,237000000.0,8.542507298
2022/01/10 04:00,284000000.0,257000000.0,8.522835314
2022/01/10 05:00,267000000.0,272000000.0,8.490192664
2022/01/10 06:00,714000000.0,332000000.0,8.446463812
2022/01/10 07:00,759000000.0,384000000.0,8.302310481
2022/01/10 08:00,523000000.0,418000000.0,8.065494648
2022/01/10 09:00,166000000.0,423000000.0,7.770929703
2022/01/10 10:00,112000000.0,405000000.0,7.612730891
2022/01/10 11:00,45700000.0,349000000.0,7.576539701
2022/01/10 12:00,129000000.0,333000000.0,7.723140852
2022/01/10 13:00,66800000.0,309000000.0,7.853802954
2022/01/10 14:00,475000.0,280000000.0,8.02619494
2022/01/10 15:00,3340000.0,201000000.0,8.088915347
2022/01/10 16:00,180000.0,116000000.0,8.157403036
2022/01/10 17:00,7600000.0,59000000.0,8.280011486
2022/01/10 18:00,3860000.0,41000000.0,8.30710602
2022/01/10 19:00,82500000.0,37700000.0,8.319406825
2022/01/10 20:00,182000000.0,52900000.0,8.311565508
2022/01/10 21:00,296000000.0,71400000.0,8.278245357
2022/01/10 22:00,380000000.0,106000000.0,8.232713826
2022/01/10 23:00,149000000.0,123000000.0,8.22329399
2022/01/11 00:00,192000000.0,144000000.0,8.357299449
2022/01/11 01:00,422000000.0,191000000.0,8.398711402
2022/01/11 02:00,118000000.0,203000000.0,8.318967174
2022/01/11 03:00,56300000.0,209000000.0,8.305112418
2022/01/11 04:00,48900000.0,205000000.0,8.292155118
2022/01/11 05:00,45800000.0,190000000.0,8.300906928
2022/01/11 06:00,126000000.0,171000000.0,8.289863582
2022/01/11 07:00,347000000.0,167000000.0,8.257496618
2022/01/11 08:00,693000000.0,228000000.0,8.153414872
2022/01/11 09:00,397000000.0,250000000.0,7.81718279
2022/01/11 10:00,43900000.0,208000000.0,7.54651434
2022/01/11 11:00,59100000.0,202000000.0,7.624258415
2022/01/11 12:00,2890000.0,196000000.0,7.634789908
2022/01/11 13:00,84800000.0,200000000.0,7.837651095
2022/01/11 14:00,619000.0,195000000.0,7.918198928
2022/01/11 15:00,8640.0,181000000.0,7.963089846
2022/01/11 16:00,1700.0,142000000.0,8.238787898
2022/01/11 17:00,2460000.0,65600000.0,8.298285285
2022/01/11 18:00,123000000.0,35200000.0,8.395850376
2022/01/11 19:00,106000000.0,42100000.0,8.422735711
2022/01/11 20:00,68400000.0,43100000.0,8.404415559
2022/01/11 21:00,234000000.0,68800000.0,8.403215876
2022/01/11 22:00,211000000.0,82800000.0,8.359919762
2022/01/11 23:00,81800000.0,91900000.0,8.313073334
2022/01/12 08:00,733000000.0,173000000.0,8.293442506
2022/01/12 09:00,229000000.0,199000000.0,8.061647466
2022/01/12 10:00,453000000.0,249000000.0,7.976383405
2022/01/12 11:00,266000000.0,265000000.0,7.926779951
2022/01/12 12:00,7600000.0,254000000.0,7.856907109
2022/01/12 13:00,62100000.0,253000000.0,7.940497448
2022/01/12 14:00,17900000.0,229000000.0,8.04648025
2022/01/12 15:00,214000.0,206000000.0,8.117184944
2022/01/12 16:00,11600.0,197000000.0,8.259156126
2022/01/12 18:00,1440000.0,115000000.0,8.289920764
2022/01/12 19:00,44100000.0,94700000.0,8.313656347
2022/01/12 20:00,361000000.0,84500000.0,8.317180858
2022/01/12 21:00,153000000.0,71900000.0,8.247536844
2022/01/12 22:00,145000000.0,87200000.0,8.228998855
2022/01/12 23:00,279000000.0,111000000.0,8.353232134
2022/01/13 00:00,195000000.0,131000000.0,8.390915491
2022/01/13 01:00,456000000.0,182000000.0,8.441415813
2022/01/13 02:00,120000000.0,195000000.0,8.401572846
2022/01/13 03:00,100000000.0,206000000.0,8.442636526
2022/01/13 04:00,59200000.0,208000000.0,8.425785928
2022/01/13 05:00,84200000.0,177000000.0,8.421876189
2022/01/13 06:00,86500000.0,169000000.0,8.407490991
2022/01/13 07:00,650000000.0,226000000.0,8.39088273
2022/01/13 08:00,463000000.0,246000000.0,8.239936561
2022/01/13 09:00,468000000.0,276000000.0,8.087912404
2022/01/13 10:00,238000000.0,252000000.0,7.888636396
2022/01/13 11:00,345000000.0,277000000.0,7.829969752
2022/01/13 12:00,5090000.0,267000000.0,7.930797565
2022/01/13 13:00,37700000.0,264000000.0,8.029538121
2022/01/13 14:00,6740000.0,256000000.0,8.124084617
2022/01/13 15:00,203000.0,246000000.0,8.157994493
2022/01/13 16:00,59300.0,174000000.0,8.22979537
2022/01/13 17:00,1140000.0,122000000.0,8.296089649
2022/01/13 18:00,62500000.0,77400000.0,8.457461354
2022/01/13 19:00,150000000.0,67600000.0,8.482556001
2022/01/13 20:00,504000000.0,85300000.0,8.493845157
2022/01/13 21:00,201000000.0,107000000.0,8.471943316
2022/01/13 22:00,272000000.0,133000000.0,8.481123997
2022/01/13 23:00,104000000.0,144000000.0,8.502123524
2022/01/14 00:00,233000000.0,170000000.0,8.613371933
2022/01/14 01:00,252000000.0,198000000.0,8.636487896
2022/01/14 02:00,802000000.0,287000000.0,8.618420024
2022/01/14 03:00,216000000.0,304000000.0,8.51883552
2022/01/14 04:00,222000000.0,312000000.0,8.490411122
2022/01/14 05:00,366000000.0,296000000.0,8.455617944
